0.03	58.79
59.11	60.36
61.20	103.63
103.95	108.44
108.55	121.38
122.63	125.38
125.72	133.85
137.92	148.73
149.14	149.75
151.11	151.84
152.11	157.41
157.54	170.86
171.23	172.29
172.58	183.58
184.85	204.25
204.57	210.50
211.05	223.57
224.94	225.60
228.05	228.74
229.85	236.25
239.54	288.44
289.40	342.34
343.47	380.07
381.61	403.77
408.61	450.95
454.41	531.59
534.23	543.66
544.92	561.83
562.61	582.83
